condition,container,discription,follow,lastest_chap,link,tag,teaser,title,view
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-27.html,"Đó là thời đại chiếm hữu phổ biến
Tôi sinh ra và lớn lên là một cô gái trẻ luôn quan tâm và chăm sóc trẻ em, luôn được sống mà nhận được rất nhiều tình yêu thương
Điều số 1 phải tránh trong việc gây thất vọng đối với độc giả. Thế là tôi đã sở hữu một cơ thể của nhân vật nào đó trong bộ tiểu thuyết c...",6478.0,24.2,https://truyenqqq.vn/truyen-tranh/cuoc-song-thien-duong-bat-dau-voi-vua-hang-dong-tro-thanh-nguoi-manh-nhat-voi-ky-nang-khai-thac-9432,"Action, Fantasy, Shounen",https://i.truyenvua.com/ebook/190x247/cuoc-song-thien-duong-bat-dau-voi-vua-hang-dong-tro-thanh-nguoi-manh-nhat-voi-ky-nang-khai-thac_1587308253.jpg?gt=hdfgdfg&mobile=2,Cuộc Sống Thiên Đường Bắt Đầu Với Vua Hang Động ~ Trở Thành Người Mạnh Nhất Với Kỹ Năng Khai Thác,698958.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-27.html,"Mọi người không nghi ngờ gì rằng Johann sẽ là học sinh đứng đầu Học viện. Suy cho cùng thì anh ta sở hữu một khuôn mặt được Chúa trời ban tặng, một tính cách thân thiện, và tài năng trong cả thể thao và học thuật. Tuy nhiên, vị trí đó đã bị người khác chiếm mất.
",1315.0,33.0,https://truyenqqq.vn/truyen-tranh/bach-kiep-cuong-gia-14040,"Action, Manhwa, Truyện Màu",https://i.truyenvua.com/ebook/190x247/bach-kiep-cuong-gia_1681375580.jpg?gt=hdfgdfg&mobile=2,Bách Kiếp Cường Giả,134013.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Trong buổi lễ tuyển chọn mà Nữ thần ban cho mọi người các lớp học của họ, Russell đã được trao cho chức nghiệp [Thánh giả], một chức nghiệp cấp cao và thành lập một nhóm với những người bạn thời thơ ấu của mình có các chức nghiệp là [Dũng giả], [Thánh hiệp sĩ] và [ Hiền nhân]. Tuy nhiên, do đẳng cấp...",954.0,6.0,https://truyenqqq.vn/truyen-tranh/kurotonbi-no-seija-tsuihou-sareta-kaifuku-jutsushi-wa-ariamaru-maryoku-de-yami-mahou-wo-kiwameru-14041,"Action, Adventure, Comedy, Fantasy, Shounen",https://i.truyenvua.com/ebook/190x247/kurotonbi-no-seija-tsuihou-sareta-kaifuku-jutsushi-wa-ariamaru-maryoku-de-yami-mahou-wo-kiwameru_1681375713.jpg?gt=hdfgdfg&mobile=2,"Kurotonbi No Seija ~Tsuihou Sareta Kaifuku Jutsushi Wa, Ariamaru Maryoku De Yami Mahou Wo Kiwameru",54950.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Bạn đã bao giờ suy ngẫm về sự tương quan giữa chủ nghĩa duy tâm và màu cứt mèo nhà bạn chưa. Nếu ý thức quyết định vật chất, liệu chú mèo nhà bạn có thể quyết định màu cứt của nó là màu vàng vương giả, màu đỏ cuồng nhiệt, màu tím thủy chung, hay màu đen trang nhã. Nếu ý niệm về vạn vật vốn là cách đ...",249.0,9.0,https://truyenqqq.vn/truyen-tranh/kuso-zako-fuuki-iinchou-kaeri-chan-14292,"Comedy, Romance, School Life",https://i.truyenvua.com/ebook/190x247/kuso-zako-fuuki-iinchou-kaeri-chan_1686796473.jpg?gt=hdfgdfg&mobile=2,Kuso Zako Fuuki Iinchou Kaeri-Chan,19702.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Tiểu thư nhà tài phiệt Hoa Mãn Mãn bị chính cha ruột ép đi học đại học nhưng không được tiết lộ thân phận của mình, ở đó cô gặp được một người bình thường - cậu bạn đẹp trai, lạnh lùng và có chút khép kín Hiểu Dạ, hai người đến từ hai thế giới khác nhau liên tục chạm mặt mọi lúc mọi nơi, họ nhận ra ...",958.0,103.0,https://truyenqqq.vn/truyen-tranh/chay-tron-cung-con-nhim-11091,"Manhua, Romance, School Life, Ngôn Tình, Truyện Màu",https://i.truyenvua.com/ebook/190x247/chay-tron-cung-con-nhim_1618043871.jpg?gt=hdfgdfg&mobile=2,Chạy Trốn Cùng Con Nhím,158352.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Masatora Akutsu một học sinh mới chuyển trường. cậu ta đến từ địa ngục và muốn tìm kiếm người để chống phá thiên đường nhưng chuyện gì sẽ đến với cậu ta đây
",4999.0,62.0,https://truyenqqq.vn/truyen-tranh/con-quy-ngu-ngoc-dam-nhon-voi-cac-chi-thien-than-4452,"Comedy, Drama, Supernatural, Romance",https://i.truyenvua.com/ebook/190x247/the-foolish-demon-dances-with-angels_1524795627.jpg?gt=hdfgdfg&mobile=2,Con Quỷ Ngu Ngốc Dám Nhờn Với Các Chị Thiên Thần,697176.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Ở cái thế giới này, có Hồ Tiên, Hà Thần, Thủy Quái, Đại Yêu, cũng có người tu hành cầu trường sinh. 
Chúng tu hành giả, 
Khai pháp nhãn, có thể xem yêu ma quỷ quái. 
Luyện một thanh phi kiếm, có thể ngàn dặm giết địch. 
Thiên Lý Nhãn, Thuận Phong Nhĩ, càng có thể dò xét tứ phương.
",4494.0,79.0,https://truyenqqq.vn/truyen-tranh/phi-kiem-van-dao-5663,"Action, Adventure, Shounen, Manhua, Mystery, Truyện Màu",https://i.truyenvua.com/ebook/190x247/phi-kiem-van-dao_1537933396.jpg?gt=hdfgdfg&mobile=2,Phi Kiếm Vấn Đạo,624227.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Trong thế giới này, tồn tại những con quái vật được gọi là Kajiki. Chúng rất lớn và đáng sợ, vì chúng được tạo ra để ăn thịt bởi các vị thần. Tuy nhiên, chúng cũng rất ngon…! Hãy để những trận chiến giữa đồ ăn quái dị và một đầu bếp trẻ bắt đầu!
",531.0,25.0,https://truyenqqq.vn/truyen-tranh/kajiki-no-ryourinin-12566,"Action, Comedy, Fantasy, Romance, Historical",https://i.truyenvua.com/ebook/190x247/kajiki-no-ryourinin_1658218543.jpg?gt=hdfgdfg&mobile=2,Kajiki No Ryourinin,56573.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Sudo Kaname không may bị kéo vào một game điện thoại bởi bạn của cậu ta.. sự thật về game này vẫn còn bí ẩn nhưng có một quy tắc vàng:"" giết hoặc bị giết"". Một thể loại kinh dị và thần bí. Gần giống mirai nikki (coi như ss2 vậy)
",10821.0,2021.0,https://truyenqqq.vn/truyen-tranh/darwins-game-483,"Action, Shounen, Mystery",https://i.truyenvua.com/ebook/190x247/darwins-game_1552538122.jpg?gt=hdfgdfg&mobile=2,Darwins Game,4162426.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Truyện kể về chàng nhân viên bình thường Shimono, dành hết thời gian đi làm chỉ để được cô trưởng phòng Kamijou Touka giúp đỡ và la mắng.

Một ngày nọ, anh vô tình quay trở về thời điểm còn là học sinh cao trung, liệu đây có phải là cơ hội thứ 2 để thổ lộ tình cảm đơn phương với trưởng phòng lần nữa...",1062.0,3.2,https://truyenqqq.vn/truyen-tranh/ba-sep-nghiem-khac-den-vay-ma-van-tan-chay-truoc-toi-u-13598,"Comedy, Fantasy, Shounen, Romance, School Life, Sci-Fi, Slice Of Life",https://i.truyenvua.com/ebook/190x247/ba-sep-nghiem-khac-den-vay-ma-van-tan-chay-truoc-toi-u_1674455048.png?gt=hdfgdfg&mobile=2,Bà Sếp Nghiêm Khắc Đến Vậy Mà Vẫn Tan Chảy Trước Tôi Ư?,75423.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Một nhân viên văn phòng làm công ăn lương mặc dù đã có mái ấm vợ đẹp, anh vẫn mặc cảm tự ti về bản thân mình và phải sống trong nỗi ám ảnh về khao khát được nhìn thấy những biểu cảm từ con người sâu thẳm trong cô. Tưởng chừng như phải chấp nhận sống chung trong sự khác biệt quá lớn về mặt ngoại hình...",308.0,31.0,https://truyenqqq.vn/truyen-tranh/toi-nguyen-duoc-chet-de-lay-trinh-tiet-em-10768,"Drama, Shounen, Romance, Ecchi",https://i.truyenvua.com/ebook/190x247/toi-nguyen-duoc-chet-de-lay-trinh-tiet-em_1610939421.jpg?gt=hdfgdfg&mobile=2,Tôi Nguyện Được Chết Để Lấy Trinh Tiết Em,76712.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"DEAD ROCK sẽ lấy bối cảnh một là một thế giới giả tưởng đen tối về các loài quỷ và Dead Rock – nơi đào tạo của các Quỷ vương – bộ truyện sẽ tập trung vào việc theo dõi Yakuto khi anh ta cố gắng tham gia học viện Dead Rock.
",129.0,1.0,https://truyenqqq.vn/truyen-tranh/dead-rock-14429,"Action, Shounen, School Life",https://i.truyenvua.com/ebook/190x247/dead-rock_1688899002.jpg?gt=hdfgdfg&mobile=2,Dead Rock,3955.0
Tình trạng: Hoàn Thành,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Trải qua 17 kiếp sống mà không có mục đích, đến kiếp thứ 18 lần đầu tiên xuất hiện một người muốn nhớ đến, nhưng bởi vì định mệnh nên không thể không chia xa. Ở kiếp thứ 19, mọi thứ thay đổi, từ hoàn cảnh gia đình cho đến dung mạo. Rốt cuộc cô ấy có tìm về được người con trai ở kiếp thứ 18 ấy hay kh...",1803.0,119.0,https://truyenqqq.vn/truyen-tranh/kiep-nay-cung-xin-cham-soc-toi-nhu-vay-nhe-10001,"Romance, Manhwa, Chuyển Sinh, Truyện Màu",https://i.truyenvua.com/ebook/190x247/kiep-nay-cung-xin-cham-soc-toi-nhu-vay-nhe_1593877099.jpg?gt=hdfgdfg&mobile=2,Kiếp Này Cũng Xin Chăm Sóc Tôi Như Vậy Nhé,354765.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Hà Miễn-một sinh viên đại học mắc chứng rối loạn ám ảnh sợ xã hội đã hoàn thành trò chơi yêu thích của mình 100 lần. Tình cờ, quỷ vương Gareth trong trò chơi này lại xuyên không đến thế giới của cậu. Để thoát khỏi những lời trêu ghẹo phiền phức của Gareth và đưa y trở lại trò chơi. Cả hai đã lên đườ...",796.0,59.0,https://truyenqqq.vn/truyen-tranh/ma-vuong-dai-nhan-luon-treu-choc-toi-12127,"Drama, Manhua, Truyện Màu, Đam Mỹ",https://i.truyenvua.com/ebook/190x247/ma-vuong-dai-nhan-luon-treu-choc-toi_1643346490.jpg?gt=hdfgdfg&mobile=2,Ma Vương Đại Nhân Luôn Trêu Chọc Tôi,148583.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Cô xuyên không trở thành một nhân vật chính trong thế giới võ lâm. Cô trở thành BaekRi Yeon, đứa con gái ngốc nghếch và quậy phá của BaekRi Eui Kang, một người thầy chân chính và là người đã dẫn dắt nhân vật nam chính trở thành một anh hùng.
Sau khi bất ngờ bị giết, cô mở mắt ra và trở thành một đứa...",1643.0,44.0,https://truyenqqq.vn/truyen-tranh/tro-thanh-co-chau-gai-bi-khinh-miet-cua-gia-toc-vo-lam-13758,"Drama, Fantasy, Romance, Manhwa, Ngôn Tình, Truyện Màu",https://i.truyenvua.com/ebook/190x247/tro-thanh-co-chau-gai-bi-khinh-miet-cua-gia-toc-vo-lam_1676522874.jpg?gt=hdfgdfg&mobile=2,Trở Thành Cô Cháu Gái Bị Khinh Miệt Của Gia Tộc Võ Lâm,172038.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Xuyên vào trò chơi Otome trở thành nữ chính, đây là điều mà tất cả các cô gái đều mơ ước, nhưng nhân vật chính của chúng ta đối với thể loại nữ chủ lãng mạn kiểu này dị ứng nghiêm trọng, quả thực là cơn ác mộng. Vị hôn phu dịu dàng, đẹp trai; thiên thần nhỏ ngây thơ như ánh nắng mặt trời; ông chủ gợ...",211.0,11.0,https://truyenqqq.vn/truyen-tranh/huong-dan-vuot-long-nam-chu-hac-hoa-14377,"Manhua, Romance, Ngôn Tình, Xuyên Không, Cổ Đại, Truyện Màu",https://i.truyenvua.com/ebook/190x247/huong-dan-vuot-long-nam-chu-hac-hoa_1687758984.jpg?gt=hdfgdfg&mobile=2,Hướng Dẫn Vuốt Lông Nam Chủ Hắc Hoá,12334.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Một kẻ nói dối có thể sống một cuộc sống tốt? Tính trung thực khi còn là một đứa trẻ của Utsuho dẫn đến một thảm họa bi kịch và quyết định nói dối từ ngày đó. Lớn lên ở một làng trẻ mồ côi của một tu sĩ, Utsuho là một kẻ không ăn năn. Tu sĩ nuôi lớn anh để giúp mọi người, nhưng không có cách nào Uts...",1039.0,73.0,https://truyenqqq.vn/truyen-tranh/chang-sieu-dao-tac-10874,"Action, Adventure, Comedy, Drama, Shounen, Romance, Historical",https://i.truyenvua.com/ebook/190x247/chang-sieu-dao-tac_1612779142.jpg?gt=hdfgdfg&mobile=2,Chàng Siêu Đạo Tặc,179593.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"một thanh niên bị bắt nạt được tái sinh ở thế giới khác và cuộc sống bình yên của cậu bắt đầu lại từ đầu...
",8238.0,53.0,https://truyenqqq.vn/truyen-tranh/jitsu-wa-ore-saikyou-deshita-7302,"Comedy, Fantasy, Romance, Isekai",https://i.truyenvua.com/ebook/190x247/jitsu-wa-ore-saikyou-deshita_1559873635.jpg?gt=hdfgdfg&mobile=2,"Jitsu Wa Ore, Saikyou Deshita?",1408805.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Nakami là một học sinh trung học siêng năng nhưng luôn cáu kỉnh và chống đối xã hội. Tuy nhiên, thái độ tồi tệ ấy của cậu xuất phát từ việc bị rối loạn giấc ngủ và thường xuyên thức trắng đêm mà không ngủ một chút nào.
Một ngày nọ, cậu được nhờ đến đài quan sát thiên văn của trường để lấy đồ, một nơ...",2711.0,102.0,https://truyenqqq.vn/truyen-tranh/cau-lac-bo-nhung-ke-mat-ngu-9753,"Comedy, Romance, School Life, Seinen",https://i.truyenvua.com/ebook/190x247/cau-lac-bo-nhung-ke-mat-ngu_1590924307.jpg?gt=hdfgdfg&mobile=2,Câu Lạc Bộ Những Kẻ Mất Ngủ,583480.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Sau khi dũng giả đánh bại ma vương, thế giới đã trở nên yên bình, nhưng sự yên bình ấy lại là gây ra mớ rắc rối cho cửa hàng vật phẩm của một thường dân. Nếu không có khách thì cửa hàng sẽ phải đóng cửa... Bỗng nhiên, một cô gái bí ẩn xuất hiện trước mặt cậu...
",2405.0,21.0,https://truyenqqq.vn/truyen-tranh/lau-dai-ma-vuong-sudachi-11985,"Action, Comedy, Drama, Fantasy, Shounen, Romance",https://i.truyenvua.com/ebook/190x247/lau-dai-ma-vuong-sudachi_1639567454.jpg?gt=hdfgdfg&mobile=2,Lâu Đài Ma Vương Sudachi,247233.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Anh hùng bóng tối Shion, người được xem là anh hùng mạnh nhất trên thế giới, luôn tin tưởng vào những người đồng đội của mình.
“Với tổ đội này, ta sẽ đánh bại quỷ vương!”
Shion đã thề là sẽ làm như vậy, nhưng một bị kịch đã xảy ra. Thật đau đớn là anh lại bị những cô gái mà mình tin tưởng phản bội.
...",7035.0,26.5,https://truyenqqq.vn/truyen-tranh/anh-hung-bong-toi-manh-nhat-nhung-thanh-vien-trong-doi-da-phan-boi-toi-nen-toi-se-dong-hanh-cung-con-quai-vat-manh-nhat-7021,"Action, Adventure, Drama, Fantasy, Supernatural, Romance",https://i.truyenvua.com/ebook/190x247/shikkoku-tsukai-no-saikyou-yuusha-nakama-zenin-ni-uragirareta-no-de-saikyou-no-mamono-to-kumimasu_1555572540.jpg?gt=hdfgdfg&mobile=2,Anh Hùng Bóng Tối Mạnh Nhất - Những Thành Viên Trong Đội Đã Phản Bội Tôi Nên Tôi Sẽ Đồng Hành Cùng Con Quái Vật Mạnh Nhất,792275.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Thật không công bằng khi mình phải chịu đựng nhiều đau khổ vì mình gần giống với vị thánh nữ. Nhưng tại sao nhân vật phản diện lại giết mình mà không hề khoan dung chứ?
Không, trong cuốn sách đã nói rằng mình sẽ có cái chết như vậy
“Cuộc đời của mình đã bị hủy hoại mất rồi. Sau tất cả, tại sao mình ...",2688.0,46.0,https://truyenqqq.vn/truyen-tranh/co-cong-chua-nho-cua-ke-phan-dien-12513,"Drama, Fantasy, Romance, Manhwa, Truyện Màu",https://i.truyenvua.com/ebook/190x247/co-cong-chua-nho-cua-ke-phan-dien_1656914513.jpg?gt=hdfgdfg&mobile=2,Cô Công Chúa Nhỏ Của Kẻ Phản Diện,389766.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Sakurai có một bí mật không thể nói với ai, cậu ta đã bị hàng loạt kẻ bám đuôi từ khi còn nhỏ.Một ngày nọ, bạn học của cậu ấy, Ueda, bất ngờ hiện hình là một con quái vật và tiết lộ bản thân cũng là một kẻ bám đuôi cậu.Miyako, người đã luôn theo dõi cậu, xuất hiện và cứu cậu. Cô nói với cậu rằng nhữ...",3159.0,25.0,https://truyenqqq.vn/truyen-tranh/august-9th-i-will-be-eaten-by-you-10286,"Drama, Supernatural, Romance, Mystery, Seinen, Horror",https://i.truyenvua.com/ebook/190x247/august-9th-i-will-be-eaten-by-you_1600151950.jpg?gt=hdfgdfg&mobile=2,"August 9Th, I Will Be Eaten By You",377771.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Shiina Kazuya, đã chết trong lúc cố gắng bảo vệ chị em gái - bạn nối khố. Cậu đã được tái sinh thành Kain Von Shilford, con trai thứ 3 trong một gia đình quý tộc. Cuộc phiêu lưu của cậu bắt đầu trong thế giới kiếm và ma thuật bắt đầu...",14292.0,54.0,https://truyenqqq.vn/truyen-tranh/ke-bat-binh-thuong-o-di-gioi-4564,"Action, Adventure, Comedy, Shounen, Supernatural, Harem",https://i.truyenvua.com/ebook/190x247/duoc-chuyen-sinh-toi-song-mot-cuoc-doi-quy-toc-o-di-gioi-va-lam-nhung-chuyen-phi-thuong_1674136778.jpg?gt=hdfgdfg&mobile=2,Kẻ Bất Bình Thường Ở Dị Giới,2371928.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Người bạn cởi chuồng tắm mưa của tôi ngày xưa nay lại xuật hiện trên TV với tư cách là Idol giới trẻ, VỚI LƯỢNG FAN CHỈ SAU bts (10 tỉ) <("")Chuyện sẽ không sảy ra khi mà người chuyển đến cạnh nhà tôi lại chính là em ấy. Sau đó họ làm nhiều thứ với nhau lắm <("")
",675.0,5.0,https://truyenqqq.vn/truyen-tranh/hang-xom-toi-la-idol-quoc-dan-13763,"Comedy, Romance, Slice Of Life",https://i.truyenvua.com/ebook/190x247/hang-xom-toi-la-idol-quoc-dan_1676523352.jpg?gt=hdfgdfg&mobile=2,Hàng Xóm Tôi Là Idol Quốc Dân,45890.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Mùa hè đã đến. Tôi, Haruto, bây giờ đã là một thằng sinh viên đại học sống tự lập trong căn hộ một mình. Nhưng ông già tôi lại đột ngột gửi cho tôi một ""bé maid"" vì lo sợ tình trạng của tôi. Ngờ đâu ""bé maid"" nhà tôi lại là một đứa biến thái, dam dang, vô cùng đen tối, và tôi chính là nạn nhân của ""...",2144.0,90.0,https://truyenqqq.vn/truyen-tranh/uchi-no-hentai-maid-ni-osowareteru-4922,"Comedy, Shounen, School Life, Slice Of Life, Ecchi",https://i.truyenvua.com/ebook/190x247/uchi-no-hentai-maid-ni-osowareteru_1529912003.jpg?gt=hdfgdfg&mobile=2,Uchi No Hentai Maid Ni Osowareteru,457818.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Cuốn tạp chí tuần phơi bày toàn bộ “bí mật” của mọi người.Hayama Yuu, một nhân viên mới được bổ nhiệm vào ban biên tập Tuần san “Scandal”. Đó là một cuốn tạp chí ảnh xuất bản hàng tuần đăng tải những bức ảnh, câu chuyện về đằng sau ánh hào quang của các Idol, nghệ sĩ, những người nổi tiếng nói chung...",3421.0,20.0,https://truyenqqq.vn/truyen-tranh/tai-sinh-o-1-the-gioi-day-chet-choc-9418,"Horror, Isekai",https://i.truyenvua.com/ebook/190x247/tai-sinh-o-1-the-gioi-day-chet-choc_1587124679.jpg?gt=hdfgdfg&mobile=2,Tái Sinh Ở 1 Thế Giới Đầy Chết Chóc,409580.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Một câu truyện học đường đáng yêu xoay quanh cô nữ sinh năm nhất giả làm senpai để thả thính một chàng trai cao trung năm hai bình thường
",377.0,6.0,https://truyenqqq.vn/truyen-tranh/tokyo-neon-scandal-14186,"Drama, Shounen, Slice Of Life, Ecchi",https://i.truyenvua.com/ebook/190x247/tokyo-neon-scandal_1684910812.jpg?gt=hdfgdfg&mobile=2,Tokyo Neon Scandal,33356.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Sonic là sinh vật sống nhanh nhất. Sau nhiều lần cùng bạn bè chiến đấu chống lại đế chế Eggman và đội quân của hắn. Cuối cùng hắn đã bại trận và hoàn toàn biến mất, nhưng còn đội quân của hắn thì...
",1819.0,16.0,https://truyenqqq.vn/truyen-tranh/tinh-yeu-cua-co-nang-lap-di-mizuki-senpai-11722,"Comedy, Romance, School Life, Seinen, Slice Of Life",https://i.truyenvua.com/ebook/190x247/tinh-yeu-cua-co-nang-lap-di-mizuki-senpai_1631254876.jpg?gt=hdfgdfg&mobile=2,Tình Yêu Của Cô Nàng Lập Dị Mizuki-Senpai,155254.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"*Một ngày của tuổi 13, khi đang nhai bánh mì như một món ăn nhẹ, Dahlia Pesteros đột nhiên nhớ lại kiếp trước của chính mình. Đây là nơi các nhân vậy chính phát cuồng trong thế giới hướng về nhân vật nữ chính nghèo khó, còn cô thì xuyên vào em gái của nhân vật phản diện tồi tệ nhất trong tương lai!*...",54.0,9.0,https://truyenqqq.vn/truyen-tranh/sonic-the-hedgehog-13644,"Action, Adventure, Comedy, Comic",https://i.truyenvua.com/ebook/190x247/sonic-the-hedgehog_1674805328.jpg?gt=hdfgdfg&mobile=2,Sonic The Hedgehog,8158.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"'Do Janggon' là vũ khí của con người và lực lượng đặc biệt của lực lượng gián điệp chống lại Bắc Triều Tiên. Khi cả hai cánh tay của anh ấy bị thương, anh ấy đã bị bắt và đưa đến 'Trung tâm phúc lợi Daesan', nơi lạm dụng nhân quyền và bóc lột sức lao động. Bác sĩ nói rằng anh ấy sẽ mất một tháng để ...",3315.0,82.0,https://truyenqqq.vn/truyen-tranh/nhung-nhan-vat-manh-nhat-the-gioi-am-anh-toi-12083,"Romance, Manhwa, Xuyên Không, Cổ Đại, Truyện Màu",https://i.truyenvua.com/ebook/190x247/nhung-nhan-vat-manh-nhat-the-gioi-am-anh-toi_1641600930.jpg?gt=hdfgdfg&mobile=2,Những Nhân Vật Mạnh Nhất Thế Giới Ám Ảnh Tôi,690170.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Nhân vật chính Kang Han Soo đã giết quỷ vương sau 10 năm được triệu hồi đến thế giới Fantasy. Và giờ là lúc để cậu được gửi trở lại trái đất. Bùm? Vị thần xuất hiện cùng với bảng thống kê. Vì đã loại bỏ tất cả các ""chướng ngại"" ngăn cậu giết quỷ vương mà điểm nhân phẩm của cậu bị đánh thành F. Hậu q...",1125.0,17.0,https://truyenqqq.vn/truyen-tranh/dac-cong-xuat-ngu-14078,"Action, Manhwa, Truyện Màu",https://i.truyenvua.com/ebook/190x247/dac-cong-xuat-ngu_1682516938.jpg?gt=hdfgdfg&mobile=2,Đặc Công Xuất Ngũ,104361.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Ngay từ lúc còn nhỏ, tình yêu trồng trọt đã nhen nhóm và bùng lên vô cùng mãnh liệt trong tim Hazel. Biết được ước nguyện của cháu gái mình, Nam tước Mayfield đã trao quyền sở hữu một mảnh đất nằm giữa trung tâm thủ đô cho cô. Trớ trêu thay, mảnh đất này lại nằm kế bên cung Hoàng Đế.
Vui sướng cầm t...",17255.0,158.0,https://truyenqqq.vn/truyen-tranh/anh-hung-rac-ruoi-9006,"Action, Adventure, Comedy, Fantasy, Shounen, Manhwa",https://i.truyenvua.com/ebook/190x247/fff-class-trashero_1581922543.jpg?gt=hdfgdfg&mobile=2,Anh Hùng Rác Rưởi,5030792.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html," NỘI DUNG

""...Theo một nghĩa nào đó, có thể nói rằng pháp sư hiện đại chính là nghề sưu tập thiên sứ"" ""Tháp Đồng Hồ"". Đó là trung tâm của thế giới pháp sư. Đại bản doanh của Hiệp Hội Pháp Sư, nơi nắm giữ những thần bí quý giá. El-Melloi II, Lord của Khoa Ma Thuật Hiện Đại trong ""Tháp Đồng Hồ"" này, ...",1948.0,49.0,https://truyenqqq.vn/truyen-tranh/trang-trai-hat-de-gan-cung-dien-hoang-gia-12488,"Comedy, Fantasy, Romance, Manhwa, Ngôn Tình, Truyện Màu",https://i.truyenvua.com/ebook/190x247/trang-trai-hat-de-gan-cung-dien-hoang-gia_1656593942.jpg?gt=hdfgdfg&mobile=2,Trang Trại Hạt Dẻ Gần Cung Điện Hoàng Gia,334021.0
Tình trạng: Đang Cập Nhật,https://truyenqqq.vn/truyen-moi-cap-nhat/trang-28.html,"Một thế giới mà loài người bị coi là một loài thấp kém. Wright, một cậu bé con người đang mang hành lý tại buổi thám hiểm các chủng tộc,cậu đã bị phản bội đày sâu bên trong ngục tối chết chóc nhất thế giới ""Naraku"" ,ba năm trôi qua kể từ đó. Bản thân Light cũng trở thành cấp 9999, cậu muốn sống để t...",867.0,39.0,https://truyenqqq.vn/truyen-tranh/bi-an-trong-the-gioi-ma-thuat-4626,"Adventure, Fantasy, Supernatural, Mystery, Seinen, Sci-Fi",https://i.truyenvua.com/ebook/190x247/ho-so-cua-lord-el-melloi-ii_1527065604.jpg?gt=hdfgdfg&mobile=2,Bí Ẩn Trong Thế Giới Ma Thuật,126683.0
