condition,container,discription,follow,lastest_chap,link,teaser,title,type,view
Đang Cập Nhật ,https://nettruyenco.vn/?page=27,Đang Cập Nhật,54787.0, Chapter 34 ,https://nettruyenco.vn/truyen-tranh/thiet-huyet-kiem-si-hoi-quy-14340,https://nettruyenco.vn/public/images/comics/thiet-huyet-kiem-si-hoi-quy.jpg, Thiết Huyết Kiếm Sĩ Hồi Quy ,"Action,Truyện Màu,Manhwa ",118000.0
Đang Cập Nhật ,https://nettruyenco.vn/?page=27,"Diệp Oanh trong hôn nhân vì tình yêu ủy khuất cầu toàn, kết cục lại đổi lấy một tờ giấy ly hôn của Hoắc Hàn Đình. Muốn vỗ mông thì bỏ đi? Diệp Táp ta cũng không ăn bộ này. Một giây trước thống khoái ký vào thỏa thuận ly hôn, một giây sau liền làm cho Hoắc Hàn Đình. Sau một đêm, đi đến cha và con trai. Những người không thể ở lại để lại con cái của mình",8757.0, Chương 38 ,https://nettruyenco.vn/truyen-tranh/thien-hoang-manh-bao-hoac-gia-xin-ky-nhan-con-14364,https://nettruyenco.vn/public/images/comics/thien-hoang-manh-bao-hoac-gia-xin-ky-nhan-con.jpg, Thiên Hoàng Manh Bảo : Hoắc Gia Xin Ký Nhận Con ,"Manhua,Romance,Ngôn Tình,Truyện Màu ",95000.0
Đang tiến hành ,https://nettruyenco.vn/?page=27,"Câu Chuyện Sau Sagami Gouro, 24 Tuổi, Bắt Đầu Làm Việc Tại Một Công Ty, Nơi Anh Gặp Musubu-San, Một Cô Gái Làm Việc Trong Phòng Thí Nghiệm Phát Triển Hỗ Trợ Y Tế, Và Cuộc Gặp Gỡ Không Như Mong Đợigg Dịch Đó, Tóm Lại Nhìn Bìa Là Biết Nội Dung Rồi",533.0, Chapter 35 ,https://nettruyenco.vn/truyen-tranh/musubu-the-girl-working-there-3000010113,https://nettruyenco.vn/public/images/comics/musubu-the-girl-working-there.jpg," Musubu, The Girl Working There ","Comedy,Manga,Romance,Shounen,Slice of Life ",1000.0
Đang tiến hành ,https://nettruyenco.vn/?page=27,Cái Tựa Dài Ngoằng Kia Cũng Chính Là Tóm Tắt Luôn Rồi Nhé,2036.0, Chapter 4: Cuộc Gặp Gỡ Như Mơ ,https://nettruyenco.vn/truyen-tranh/tai-sinh-thanh-ten-can-ba-trong-bo-manga-cam-sung-minh-tung-doc-the-nhung-gio-day-co-nang-nu-chinh-cua-bo-manga-ay-lai-chu-dong-tiep-can-toi-14593,https://nettruyenco.vn/public/images/comics/tai-sinh-thanh-ten-can-ba-trong-bo-manga-cam-sung-minh-tung-doc-the-nhung-gio-day-co-nang-nu-chinh-cua-bo-manga-ay-lai-chu-dong-tiep-can-toi.jpg," Tái Sinh Thành Tên Cặn Bã Trong Bộ Manga Cắm Sừng Mình Từng Đọc. Thế Nhưng Giờ Đây, Cô Nàng Nữ Chính Của Bộ Manga Ấy Lại Chủ Động Tiếp Cận Tôi ","Comedy,Manga,Romance ",5000.0
Đang tiến hành ,https://nettruyenco.vn/?page=27,,2362.0, Chapter 21 ,https://nettruyenco.vn/truyen-tranh/hoi-phap-su-anh-hung-thanh-pho-14841,https://nettruyenco.vn/public/images/comics/hoi-phap-su-anh-hung-thanh-pho.jpg, Hội Pháp Sư Anh Hùng Thành Phố ,"Action,Adventure,Comedy,Fantasy ",7000.0
Đang tiến hành ,https://nettruyenco.vn/?page=27,"Mairimashita! Iruma-Kun Là Câu Chuyện Kể Về Cậu Bé Suzuki Iruma, Người Đã Bị Bố Mẹ Mình Kí Khế Ước Bán Cho Ác Ma Để Đổi Lấy Tiền Tài Và Bình An. Cậu Bé Iruma Đáng Thương Từ Lúc Mới Biết Đi (1 Tuổi) Đã Phải ""Ra Xã Hội"" Lăn Lộn, Buôn Ba Khắp Nơi Với Hai Vị Phụ Huynh ""Tưng Tửng"" Cho Đến Ngày Một Ác Ma Đến Rước Cậu Đến Ma Giới Theo Khế Ước. Tưởng Chừng Như Sắp Vào Bụng Quỷ Thì Vị Ác Ma Già Nua Này Đã Khóc Lóc Yêu Cầu Cậu Làm Cháu Trai Ông Ta, Với Bản Tính Lương Thiện Và Tốt Bụng Đến Cả Bản Thân Mình Cũng Phải Kinh Ngạc, Cậu Bất Đắc Dĩ Đã Đồng Ý Lời Đề Nghị Đó Và Nhập Học Trường Ác Ma Theo Ý Ông Ta. Chuyện Gì Sẽ Xảy Ra Tiếp Theo, Mời Các Bạn Theo Dõi Cuộc Sống Học Đường Đầy Bất Thường Của Iruma-Kun.",2048.0, Chapter 308 ,https://nettruyenco.vn/truyen-tranh/mairimashita-iruma-kun-3000003525,https://nettruyenco.vn/public/images/comics/mairimashita-iruma-kun.jpg, Mairimashita! Iruma-Kun ,"Comedy,Drama,Fantasy,Manga,Mystery,School Life,Shounen,Supernatural ",8000.0
Đang Cập Nhật ,https://nettruyenco.vn/?page=27,"【 mặc sách, ngọt sủng, giả kịch thật làm】 Không cẩn thận mặc thành tác phẩm nhỏ ẩn núp bên cạnh nam chủ trong văn cẩu huyết?! Cũng may nam chủ ngoài ý muốn mất trí nhớ! Tiếp theo là thời điểm nổi bật của diễn xuất! ! Cảnh Hạo Ca: Anh, anh nói gì?! Chân Sơ Dao: Tôi nói khi đó chúng ta ở Tịch Thiên cõng đất, xóc nảy ngã phượng! ! Cảnh Hạo Ca: ???",31296.0, Chương 39 ,https://nettruyenco.vn/truyen-tranh/vuong-gia-han-luon-nghi-toi-yeu-han-den-nghien-13448,https://nettruyenco.vn/public/images/comics/vuong-gia-han-luon-nghi-toi-yeu-han-den-nghien.jpg, Vương Gia Hắn Luôn Nghĩ Tôi Yêu Hắn Đến Nghiện ,"Comedy,Manhua,Ngôn Tình,Xuyên Không,Cổ Đại,Truyện Màu ",77000.0
Đang Cập Nhật ,https://nettruyenco.vn/?page=27,"Sau khi bị cha mẹ nuôi và em gái phản bội, trở thành món đồ chơi của các ông trùm trong làng giải trí, Cố Kiều Niệm đã chết thảm, trọng sinh trở lại trước khi bi kịch còn chưa xảy ra, sống lại một đời, cô thề nhất định phải để cha mẹ nuôi và em gái phải trả giá. Nàng dùng thủ đoạn của mình dùng thủ đoạn ăn miếng trả miếng kẻ thù. Cô cũng quyết định nghiêm túc thực hiện sự nghiệp, không nói về tình cảm nữa, nhưng lại bị chó con dính chặt.",10680.0, Chương 35 ,https://nettruyenco.vn/truyen-tranh/nu-chinh-hac-hoa-sau-trong-sinh-13512,https://nettruyenco.vn/public/images/comics/nu-chinh-hac-hoa-sau-trong-sinh.jpg, Nữ Chính Hắc Hóa Sau Trọng Sinh ,"Manhua,Ngôn Tình,Chuyển Sinh,Truyện Màu ",71000.0
Đang tiến hành ,https://nettruyenco.vn/?page=27,,368.0, Chapter 5 ,https://nettruyenco.vn/truyen-tranh/dareka-wo-norowazu-ni-irarenai-kono-sekai-de-14840,https://nettruyenco.vn/public/images/comics/dareka-wo-norowazu-ni-irarenai-kono-sekai-de.jpg, Dareka Wo Norowazu Ni Irarenai Kono Sekai De ,"Horror,Manga,Psychological,School Life,Supernatural ",2000.0
Đang Cập Nhật ,https://nettruyenco.vn/?page=27,"Baphomet, Chủ Của [Tower Of Abyss],Đang Chờ Đợi Một Thợ Săn Mạnh Mẽ Có Thể Chiến Đấu Bình Đẳng Với Anh Ta.Khi Đã Cảm Thấy Nhàm Chán Với Những Trận Chiến Lặp Đi Lặp Lại, Anh Bắt Đầu Quan Tâm Đến Thế Giới Loài Người Nhờ Những Chiến Lợi Phẩm Mà Anh Thu Được Từ Những Người Thợ Săn Đã Chết.Đồng Thời, Anh Càng Bị Mê Hoặc Bởi Sự Tồn Tại Của Con Người Khi Người Thợ Săn Mạnh Mẽ Mà Anh Hằng Mong Ước Xuất Hiện Trước Mặt Anh.Cuối Cùng, Baphomet Cố Gắng Trở Thành Một Con Người…",7428.0, Chapter 38 ,https://nettruyenco.vn/truyen-tranh/ta-tung-la-thap-vuong-13349,https://nettruyenco.vn/public/images/comics/ta-tung-la-thap-vuong.jpg, Ta Từng Là Tháp Vương ,"Action,Truyện Màu,Manhwa ",37000.0
Đang Cập Nhật ,https://nettruyenco.vn/?page=27,"Thế Giới Đang Kết Thúc. Quái Vật Trong Truyền Thuyết Xuất Hiện Khắp Nơi. Chúng Ăn Thịt Con Người, Xâm Chiếm Đường Phố Và Bắt Đầu Tạo Ra Các Hầm Ngục Trong Những Tòa Nhà Và Đường Ngầm. Nếu Có Thể Chọn Một Chức Nghiệp Trong Cái Thế Giới Đổ Nát Này, Bạn Sẽ Chọn Cái Gì? Với Một “Kẻ Chiêu Hồn”, Sự Tuyệt Chủng Chính Là Sân Chơi Và Cái Chết Chính Là Của Cải Của Ta.",18773.0, Chapter 100 ,https://nettruyenco.vn/truyen-tranh/ke-chieu-hon-co-doc-3000028321,https://nettruyenco.vn/public/images/comics/ke-chieu-hon-co-doc.jpg, Kẻ Chiêu Hồn Cô Độc ,"Action,Truyện Màu,Manhwa ",250000.0
Đang Cập Nhật ,https://nettruyenco.vn/?page=27,Đang Cập Nhật,3532.0, Chapter 53 ,https://nettruyenco.vn/truyen-tranh/di-san-tu-dong-bang-phan-than-12913,https://nettruyenco.vn/public/images/comics/di-san-tu-dong-bang-phan-than.jpg, Đi Săn Tự Động Bằng Phân Thân ,"Action,Truyện Màu,Manhwa ",81000.0
Đang tiến hành ,https://nettruyenco.vn/?page=27,"Trời Sinh Tà Vật Bệnh Kiều Ma Thần X Chính Đạo Rạng Rỡ Phượng Hoàng Thần Nữ, Xuyên Qua Trăm Năm, Diễn Giải Cực Hạn Ngược Luyến. Khi Bộc Đài Tro Được Sinh Ra, Tôi Chưa Bao Giờ Khóc. Bị Bẻ Mắt, Bị Đứt Kinh Mạch, Không Ai Thấy Tình Trạng Yếu Ớt Của Hắn. Cho Đến Ngày Đó, Tất Cả Mọi Người Vĩnh Viễn Không Thể Nào Quên, Hắn Một Mặt Cầu Xin, Một Mặt Máu Lệ Như Hạt, Từng Viên Lớn, Rơi Xuống.",3408.0, Chapter 18 ,https://nettruyenco.vn/truyen-tranh/hac-nguyet-quang-nam-trong-tay-kich-ban-be-12813,https://nettruyenco.vn/public/images/comics/hac-nguyet-quang-nam-trong-tay-kich-ban-be.jpg, Hắc Nguyệt Quang Nắm Trong Tay Kịch Bản Be ,"Manhua,Ngôn Tình,Truyện Màu,Xuyên Không ",10000.0
Đang tiến hành ,https://nettruyenco.vn/?page=27,"Khi Jiang Heling, thiếu chủ của Ma giáo, đang chuẩn bị kế thừa vị trí thủ lĩnh, một nàng tiên hạc trắng từ trên trời giáng xuống, tuyên bố rằng Jiang Heling là đồng đội định mệnh của cô và chọc anh ta bằng một cây quyền trượng. Là thủ lĩnh của Ma giáo, nhưng không thể giải thích được bằng một lời nguyền, Jiang Heling quyết định tìm một giáo viên từ giáo phái tu luyện bất tử, học cách hóa giải phép thuật của Shou Gongsha, sau đó quay lại và tiếp tục làm thủ lĩnh. của Demon Sect để làm bất cứ điều gì anh ta muốn. Với sự oán hận của người bạn nhỏ Zhou Ye và thánh nhân, Jiang Heling dấn thân vào con đường diệt trừ Shougong Sha.",1035.0, Chương 41 ,https://nettruyenco.vn/truyen-tranh/thieu-chu-ma-giao-co-thu-cung-sa-13519,https://nettruyenco.vn/public/images/comics/thieu-chu-ma-giao-co-thu-cung-sa.jpg, Thiếu Chủ Ma Giáo Có Thủ Cung Sa ,"Action,Fantasy,Manhua,Truyện Màu ",3000.0
Đang Cập Nhật ,https://nettruyenco.vn/?page=27,"Truyện tranh Chiến Thần Bất Tử được cập nhật nhanh và đầy đủ nhất tại NetTruyen. Bạn đọc đừng quên để lại bình luận và chia sẻ, ủng hộ NetTruyen ra các chương mới nhất của truyện Chiến Thần Bất Tử.",43071.0, Chương 38 ,https://nettruyenco.vn/truyen-tranh/chien-than-bat-tu-13235,https://nettruyenco.vn/public/images/comics/chien-than-bat-tu.jpg, Chiến Thần Bất Tử ,"Action,Fantasy,Manhua,Truyện Màu ",168000.0
Đang Cập Nhật ,https://nettruyenco.vn/?page=27,"Câu chuyện bắt đầu từ ngày mà ông rồng già khọm sắp về với đất nhặt được bé con ở giữa khu rừng hoang và quyết định sẽ nuôi dạy cô bé...Ngày qua ngày, cô bé lớn lên dưới sự trông nom của con rồng già. Nhưng rồi chuyện phải đến sẽ đến, nhưng sau cái ngày mà giọt sinh mệnh cuối cùng rời khỏi thân xác con rồng, cô bé đã có một quyết định mà không ai có thể ngờ tới, mở ra một cuộc phiêu lưu mới, và là câu chuyện về tình phụ tử, vượt lên cả cách biệt về giống loài.",225.0, Chương 11 ,https://nettruyenco.vn/truyen-tranh/hone-dragon-no-mana-musume-11159,https://nettruyenco.vn/public/images/comics/hone-dragon-no-mana-musume.jpg, Hone Dragon No Mana Musume ,"Fantasy,Seinen,Slice Of Life ",77000.0
Đang Cập Nhật ,https://nettruyenco.vn/?page=27,"Lariet, công nương của gia tộc Blanche, người được chẩn đoán đang mắc phải căn bệnh chỉ còn sống được 3 tháng.Dù sao thì tôi cũng sắp chết nên tôi quyết định sẽ làm một vài điều điên rồ.Thứ nhất, sống cùng với vị hôn phu lớn tuổi hơn tôi và không có tình cảm nào giữa mối quan hệ này.Thứ hai, hẹn hò với Asrahan, công tước quái vật trong 3 tháng! Ngay khi tôi quyết định bỏ trốn khỏi anh ta, thì tôi đã phát hiện được một điều.Sự thật là tôi không mắc phải căn bệnh chỉ sống được 3 tháng.“Lariet, ta chưa nói với em sao?”Asrahan nói với nụ cười man rợ.“Nếu em bỏ chạy, em sẽ phải chịu trách nhiệm với bất kỳ hậu quả nào”",6093.0, Chương 36 ,https://nettruyenco.vn/truyen-tranh/toi-tuong-day-chinh-la-thoi-han-roi-13277,https://nettruyenco.vn/public/images/comics/toi-tuong-day-chinh-la-thoi-han-roi.jpg, Tôi Tưởng Đây Chính Là Thời Hạn Rồi! ,"Manhwa,Ngôn Tình,Truyện Màu ",40000.0
Đang Cập Nhật ,https://nettruyenco.vn/?page=27,"Bảy học sinh cao trung bị bắt trong một chuyến bay bỗng thức dậy, ngay giữa một thế giới đầy bí ẩn khác nơi mà phép thuật và người thú tồn tại.Nhưng liệu họ không hề sợ hãi khi trong tình thế đó không?Họ xây dựng một nhà máy hạt nhân ngay tại cái thế giới không có điện, điều khiển kinh tế cả một vùng thông qua việc vận chuyển, và cuối cùng họ đã vì những ân nhân đã cứu họ, những người đang chịu cảnh đau đớn dưới sự cai trị tội tệ đã tuyên bố chiến tranh với bọn quý tộc quỷ dữ.Do...họ không phải là những học sinh cao trung bình thường, mỗi người họ là những superman cao trung đứng đầu chính trị, kinh tế, khoa học, y tế!Câu chuyện về một nhóm nghiên cứu sở hữu trí tuệ và công nghệ bậc nhất Trái Đất, không có sự tự kìm chế và mang đến một cuộc cách mạng tại một thế giới khác không tồn tại công nghệ.",140100.0, Chương 34 ,https://nettruyenco.vn/truyen-tranh/choujin-koukousei-tachi-wa-isekai-demo-yoyuu-de-ikinuku-you-desu-5311,https://nettruyenco.vn/public/images/comics/choujin-koukousei-tachi-wa-isekai-demo-yoyuu-de-ikinuku-you-desu.jpg, Choujin Koukousei-Tachi Wa Isekai Demo Yoyuu De Ikinuku You Desu ,"Fantasy,Shounen ",529000.0
Đang tiến hành ,https://nettruyenco.vn/?page=27,"Học viện solminati là một ngôi trường danh giá, nơi nuôi dưỡng ước mơ và hy vọng của những học sinh đầy hoài bão. Câu chuyện của chúng ta giải quyết một thanh niên tên là Nozomu Bountis, người đã nhập học vào ngôi trường vì ước mơ của người yêu. Thời gian trôi qua, sức mạnh của anh ấy bế tắc và không thể thăng tiến được nữa, và điểm số của anh ấy giảm xuống. Cuối cùng, người yêu của anh ấy đã bị cướp đi bởi người bạn thân nhất của anh ấy. Đau lòng và không biết phải làm gì tiếp theo, anh ấy càng tập trung hơn vào việc tập luyện của mình. Cuối cùng, anh gặp một người phụ nữ lớn tuổi, người đã thúc đẩy cho sự trưởng thành của anh. Tương lai không chắc chắn nhưng dần dần, thế giới của anh ấy thay đổi.",2866.0, Chapter 20 ,https://nettruyenco.vn/truyen-tranh/ori-of-the-dragon-chain-heart-in-the-mind-3000027992,https://nettruyenco.vn/public/images/comics/ori-of-the-dragon-chain-heart-in-the-mind.jpg, Ori Of The Dragon Chain – “Heart” In The Mind ,"Action,Drama,Fantasy,Manga,Romance,School Life,Seinen,Shounen ",9000.0
Đang Cập Nhật ,https://nettruyenco.vn/?page=27,"Một bộ truyện mới của Hanazawa Kengo - tác giả bộ I am a Hero. Ninja tưởng chừng như đã bị tiêu diệt sau Thế chiến thứ 2 nhưng thực ra họ vẫn còn tồn tại cho đến ngày nay, chỉ là không thực hiện nhiệm vụ công khai mà thôi. Kumogakure Kurō, một ninja và là một tên Neet, sau một thời gian dài chờ đợi, cuối cùng cũng nhận được nhiệm vụ từ cấp trên. Nhiệm vụ đó là gì? Và hãy xem anh ta thực hiện ra sao nhé!",1820.0, Chương 7 ,https://nettruyenco.vn/truyen-tranh/under-ninja-5861,https://nettruyenco.vn/public/images/comics/under-ninja.jpg, Under Ninja ,"Action,Seinen ",18000.0
Đang Cập Nhật ,https://nettruyenco.vn/?page=27,"Beryl Gardernant làbật thầy kiếm thuậtrất khiêm tốn, là chủ của một võ đường ở vương quốc Leberis, ông ấy đã đạt đến cảnh giới hạn của bản thân nên đã nghỉ hưu và sống ở miền quê. Tuy nhiên cuộc sống của ông ta đã thay đổi khi Aleutia, một trong những học trò xuất sắc nhất của ông đến thăm và thông báo đã tiến cử ông trở thành người hướng dẫn đặc biệt cho hiệp sĩ đoàn hoàng gia. Ông bắt đầu gặp lại những học trò cũ của mình, người hiện tại là đội trưởng hiệp sĩ đoàn hoàng gia, người là mạo hiểm giả top đầu, người là ma thuật sư nổi tiếng và quan trọng là ông đã bị bố mình đá khỏi võ đường =)) Beryl rất vui vì học trò đều yêu quý ông nhưng ông lại sợ mình quá yếu để theo kịp họ, tất cả đều thấy được Beryl là bật thầy kiếm thuật vô song chỉ có ông ấy là không tự thấy được tài năng của mình.",3358.0, Chương 14 ,https://nettruyenco.vn/truyen-tranh/ong-chu-lang-que-tro-thanh-thanh-kiem-du-chi-la-mot-thay-giao-kiem-thuat-o-que-nhung-dam-de-tu-van-khong-buong-tha-14333,https://nettruyenco.vn/public/images/comics/ong-chu-lang-que-tro-thanh-thanh-kiem-du-chi-la-mot-thay-giao-kiem-thuat-o-que-nhung-dam-de-tu-van-khong-buong-tha.jpg, Ông Chú Làng Quê Trở Thành Thánh Kiếm - Dủ Chỉ Là Một Thầy Giáo Kiếm Thuật Ở Quê Nhưng Đám Đệ Tử Vẫn Không Buông Tha ,"Action,Adventure,Fantasy,Martial Arts,Seinen ",194000.0
Đang Cập Nhật ,https://nettruyenco.vn/?page=27,Ở thế giới mà đá quý là tất cả. Một thợ quặng đã tới thăm một ngôi làng dưới lòng đất và tình cờ gặp gỡ cậu nhóc với chân trái bị hóa đá. Từ đó cả hai bắt đầu chuyến hành trình tìm cách giải cứu gia đình cậu nhóc dưới danh nghĩa thầy và trò.,377.0, Chuong 33 ,https://nettruyenco.vn/truyen-tranh/aragane-no-ko-12209,https://nettruyenco.vn/public/images/comics/aragane-no-ko.jpg, Aragane No Ko ,"Action,Adventure,Fantasy,Shounen ",82000.0
Đang Cập Nhật ,https://nettruyenco.vn/?page=27,"Hạm đội không gian Xô Viết đang trên đường hướng tới một hành tinh mới nơi con người có thể định cư. Nhân vật chính của chúng ta có một mục đích. Đó là cố gắng hết sức để trở thành một phần của tầng lớp cai trị trên hành tinh chưa được khai phá, trong khi những người bạn cùng trang lứa của anh đang chìm đắm trong Thực tại Ảo. Nhưng một sự cố đã xảy ra...",1021.0, Chuong 4 ,https://nettruyenco.vn/truyen-tranh/nha-tu-tren-khong-avalon-14776,https://nettruyenco.vn/public/images/comics/nha-tu-tren-khong-avalon.jpg, Nhà Tù Trên Không: Avalon ,"Action,Fantasy,Seinen ",6000.0
Đang Cập Nhật ,https://nettruyenco.vn/?page=27,"Hãy bảo vệ khu phố bằng nắm đấm đó! Huyền thoại về vị anh hùng chiến đấu Sakura - học sinh cấp 3 giang hồ.Điểm chuẩn thì lẹt đẹt, nhưng đánh nhau thì luôn là mạnh nhất. Nơi nổi danh là ngôi trường của những tên giang hồ khủng khiếp nhất: THPT Fuurin. Với mục đích trở thành kẻ đứng đầu của một Fuurin như vậy, vào mùa xuân năm ấy, học sinh lớp 10 Sakura Haruka đến khu phố Tonpuu và biết được về băng nhóm bảo vệ khu phố với tên gọi ""Boufuurin"" của trường. Sakura quyết định sẽ bắt đầu chiến đấu để bảo vệ nơi ấy như một thành viên của Fuurin!(Đây là bộ truyện trùng tên nhưng khác tác giả)",35536.0, Chuong 69 ,https://nettruyenco.vn/truyen-tranh/wind-breaker-nii-satoru-13966,https://nettruyenco.vn/public/images/comics/wind-breaker-nii-satoru.jpg, Wind Breaker (Nii Satoru) ,"Action,Comedy,Shounen,School Life ",109000.0
Đang Cập Nhật ,https://nettruyenco.vn/?page=27,"Đôi bạn thuở nhỏ luôn ở bên nhau từ khi cả 2 còn bé. Cả 2 đều nhận ra tình cảm của nhau, nhưng họ quá thân thiết nên không thể thành thực. Thứ kết nối họ là trò chơi ""Tớ yêu cậu"" mà cả 2 đã chơi hồi còn nhỏ . Kết cục tình yêu của họ sẽ được quyết định bằng trò chơi đơn giản này khi người chiến thắng là người khiến người kia phải xấu hổ.",59880.0, Chương 23 ,https://nettruyenco.vn/truyen-tranh/aishiteru-game-wo-owarasetai-12773,https://nettruyenco.vn/public/images/comics/aishiteru-game-wo-owarasetai.jpg, Aishiteru Game Wo Owarasetai ,"Comedy,Shounen,School Life ",170000.0
Đang tiến hành ,https://nettruyenco.vn/?page=27,"Trời Sinh Tà Vật Bệnh Kiều Ma Thần X Chính Đạo Rạng Rỡ Phượng Hoàng Thần Nữ, Xuyên Qua Trăm Năm, Diễn Giải Cực Hạn Ngược Luyến. Khi Bộc Đài Tro Được Sinh Ra, Tôi Chưa Bao Giờ Khóc. Bị Bẻ Mắt, Bị Đứt Kinh Mạch, Không Ai Thấy Tình Trạng Yếu Ớt Của Hắn. Cho Đến Ngày Đó, Tất Cả Mọi Người Vĩnh Viễn Không Thể Nào Quên, Hắn Một Mặt Cầu Xin, Một Mặt Máu Lệ Như Hạt, Từng Viên Lớn, Rơi Xuống.",588.0, Chapter 19 ,https://nettruyenco.vn/truyen-tranh/hac-nguyet-quang-nam-trong-tay-kich-ban-be-phan-2-14301,https://nettruyenco.vn/public/images/comics/hac-nguyet-quang-nam-trong-tay-kich-ban-be-phan-2.jpg, Hắc Nguyệt Quang Nắm Trong Tay Kịch Bản Be Phần 2 ,"Cổ Đại,Manhua,Ngôn Tình,Truyện Màu,Xuyên Không ",2000.0
Đang Cập Nhật ,https://nettruyenco.vn/?page=27,"Cuộc sống chung đầy nguy hiểm và hồi hộp với con trai của một giáo chủ ngụy đạo được mở ra! Chung Ah đã bị lừa bởi người cậu ruột mà cô hết mực tin tưởng. Cha mẹ cô thì không thấy tăm hơi và nói là đang đuổi theo cậu của cô, và Chung Ah đột nhiên được đóng gói đến sống một mình trong ngôi nhà trống sau khi cậu cô trốn. Nhưng gia đình Chung Ah không phải là người duy nhất bị lừa! Mà sự thật là ngay cả giáo phái lớn nhất trong quận tự trị, ‘Thiên niên Tái lâm giáo’ cũng đã bị cậu của cô lừa. Sau đó con trai của giáo chủ là Yohan đã tìm đến và kéo theo hành lý của cậu ta xông vào chiếm đóng một gian phòng trong nhà cậu Chung Ah..! Chúa ơi, cuộc sống thử này sẽ ổn chứ?",19015.0, Chương 42 ,https://nettruyenco.vn/truyen-tranh/bi-mat-thanh-xuan-13463,https://nettruyenco.vn/public/images/comics/bi-mat-thanh-xuan.jpg, Bí Mật Thanh Xuân ,"School Life,Manhwa,Ngôn Tình,Truyện Màu ",118000.0
Đang Cập Nhật ,https://nettruyenco.vn/?page=27,"“Tôi không có ý định sẽ kết hôn với tên khốn đó”, Hye Ri – con riêng của Chủ tịch Lee, người phải đứng ra thế chỗ người chị cùng cha khác mẹ đối mặt với lời từ chối đầy cương quyết. Người đàn ông xuất hiện trong lời đồn lan truyền khắp nơi rằng anh ta là một tên xấu xí, tính cách tàn bạo giết người không ghê tay, và là một kẻ tâm thần – đúng vậy, anh ta là “người đàn ông cực kỳ nguy hiểm”.",41217.0, Chương 50 ,https://nettruyenco.vn/truyen-tranh/cach-thuan-hoa-ga-chong-nguy-hiem-13040,https://nettruyenco.vn/public/images/comics/cach-thuan-hoa-ga-chong-nguy-hiem.jpg, Cách Thuần Hóa Gã Chồng Nguy Hiểm ,"Drama,Fantasy,Romance,Manhwa,Webtoon,Ngôn Tình,Truyện Màu ",97000.0
Đang Tiến Hành ,https://nettruyenco.vn/?page=27,,11617.0, Chap 37 ,https://nettruyenco.vn/truyen-tranh/tien-nhiem-vi-vuong-4000000057,https://nettruyenco.vn/public/images/comics/tien-nhiem-vi-vuong.jpg, Tiền Nhiệm Vi Vương ,"Boys Love, Cổ Trang, Đam Mỹ ",109000.0
Đang Cập Nhật ,https://nettruyenco.vn/?page=27,"Vào một ngày hè, tiếng ve râm ran. Một người đàn ông không có tiền và nơi nào thuộc về cố gắng kết liễu cuộc đời. Trong khi đang dao động giữa sự sống và cái chết, anh ta xem chương trình ẩm thực dành cho người sành ăn trên TV và nhận ra rằng mình chưa từng ăn cua trong đời rồi quyết định ""Sẽ ăn cua trong ngày cuối cùng của cuộc đời"". Đặt tầm nhìn vào một người phụ nữ đã có chồng ở một khu phố sang trọng mà anh ta đã va phải ở thư viện, anh ta đã theo dõi đến nhà. Và rồi anh đòi tiền từ cô, tuy nhiên mọi thứ rẽ theo một hướng bất ngờ...",7862.0, Chương 33 ,https://nettruyenco.vn/truyen-tranh/yukionna-to-kani-wo-kuu-6585,https://nettruyenco.vn/public/images/comics/yukionna-to-kani-wo-kuu.jpg, Yukionna To Kani Wo Kuu ,"Adventure,Drama,Romance,Psychological,Seinen,Slice Of Life,Mature ",158000.0
Đang tiến hành ,https://nettruyenco.vn/?page=27,,2516.0, Chapter 145 ,https://nettruyenco.vn/truyen-tranh/ban-hoc-toi-la-linh-danh-thue-14782,https://nettruyenco.vn/public/images/comics/ban-hoc-toi-la-linh-danh-thue.jpg, Bạn Học Tôi Là Lính Đánh Thuê ,"Action,Adventure,Manhwa,School Life,Truyện Màu,Webtoon ",6000.0
Đang Cập Nhật ,https://nettruyenco.vn/?page=27,"Câu chuyện sau Sagami Gouro, 24 tuổi, bắt đầu làm việc tại một công ty, nơi anh gặp Musubu-san, một cô gái làm việc trong phòng thí nghiệm phát triển hỗ trợ y tế, và cuộc gặp gỡ không như mong đợiGG dịch đó, tóm lại nhìn bìa là biết nội dung rồi",25604.0, Chương 35 ,https://nettruyenco.vn/truyen-tranh/asoko-de-hataraku-musubu-san-4911,https://nettruyenco.vn/public/images/comics/asoko-de-hataraku-musubu-san.jpg, Asoko De Hataraku Musubu-San ,"Comedy,Shounen,Romance,Slice Of Life ",200000.0
